195	366
244	25
311	318
370	278
241	12
255	44
115	241
236	280
44	85
151	166
135	204
80	44
205	389
94	341
4	289
34	78
304	117
320	28
56	213
137	42
22	319
128	363
382	324
37	188
309	262
134	335
19	37
127	280
201	197
50	323
200	365
294	78
289	378
108	225
148	162
209	237
184	114
221	194
57	183
83	364
209	201
288	176
26	84
96	145
151	272
163	313
50	107
221	121
397	219
329	234
288	387
15	64
309	219
153	349
55	391
200	258
242	294
89	264
154	171
285	43
138	6
219	396
152	313
326	63
107	386
10	50
186	255
385	360
384	165
147	222
387	368
164	384
381	315
211	115
298	352
106	278
5	5
230	225
279	152
205	292
188	232
152	140
61	77
155	137
243	134
158	273
130	36
7	248
201	130
228	37
71	120
107	197
187	206
342	228
334	183
264	356
346	286
83	386
220	34
219	291
97	375
298	346
248	120
227	17
355	354
374	194
114	232
51	395
140	347
113	114
235	200
155	80
137	112
10	81
373	343
244	123
353	117
361	218
380	166
43	142
159	215
259	40
336	71
327	220
312	141
66	70
177	42
238	224
309	207
280	130
70	334
243	355
28	252
238	277
81	56
303	304
328	275
330	270
40	384
54	101
274	137
6	254
41	311
236	346
27	208
264	304
103	37
289	306
167	2
185	307
326	137
47	29
132	210
20	334
21	218
60	176
381	65
252	24
82	261
266	395
396	325
258	15
345	291
90	151
297	155
380	16
21	104
115	318
25	4
233	109
128	212
116	232
31	204
312	208
189	64
42	289
4	235
174	9
280	92
329	153
27	16
60	394
271	2
171	7
138	365
326	15
185	6
364	270
99	25
107	107
24	146
70	388
33	303
119	300
283	146
265	237
236	193
102	162
1	36
356	110
357	101
151	316
153	277
9	79
244	301
299	28
58	6
293	71
69	88
348	122
327	255
317	262
326	160
214	173
105	6
191	48
191	59
83	376
168	385
245	274
189	214
17	353
320	49
185	366
62	133
272	245
184	7
163	364
315	335
155	105
27	157
319	204
259	96
324	30
118	278
112	269
373	215
94	361
155	312
171	316
149	32
263	25
324	386
312	32
135	357
249	370
336	186
15	91
331	144
118	182
188	145
115	356
205	115
383	235
76	317
302	187
98	260
323	118
5	227
371	202
347	242
316	28
81	179
373	81
299	172
94	91
173	315
237	316
180	361
233	55
142	397
366	278
261	180
81	348
110	34
110	57
380	175
289	103
6	320
175	268
37	288
383	306
76	148
74	298
2	330
116	365
172	287
264	87
25	128
61	5
279	178
157	288
103	202
190	79
398	316
385	337
55	164
337	17
193	322
287	153
164	173
188	20
364	379
372	388
353	367
399	164
395	86
155	65
341	1
393	304
350	18
30	14
114	358
241	322
218	254
111	67
83	329
395	49
245	118
268	75
25	379
31	373
354	364
185	136
177	224
5	232
242	241
235	362
48	8
221	131
231	126
266	131
182	131
38	381
268	61
138	362
238	381
132	360
187	399
346	261
196	240
383	204
143	87
89	65
76	86
271	324
173	204
251	258
344	118
84	211
114	336
239	127
365	317
46	283
237	122
41	129
122	244
181	371
192	262
343	28
278	62
180	137
14	196
38	118
216	330
21	92
22	317
126	212
350	17
270	339
204	134
101	363
119	210
188	375
13	67
242	242
50	133
359	396
190	173
393	170
90	286
300	393
334	238
191	394
376	248
389	205
298	93
295	132
200	345
176	211
12	332
182	36
51	84
177	10
34	229
115	213
52	101
214	197
304	340
382	59
121	62
88	234
351	366
36	193
308	213
354	290
179	329
365	219
255	100
32	16
234	91
205	171
61	311
99	20
207	375
325	26
332	124
44	31
242	103
268	162
315	27
367	279
248	180
70	256
46	270
183	258
388	43
315	218
283	24
11	23
136	229
255	378
181	368
229	337
105	224
156	97
213	282
116	199
164	26
156	264
59	365
340	374
368	122
61	373
1	81
159	324
21	337
312	71
285	118
170	302
71	359
204	230
64	195
91	231
130	370
351	107
201	237
360	359
193	171
32	67
396	102
121	347
200	225
122	52
10	300
309	141
318	56
240	356
160	211
120	163
201	216
377	161
355	198
159	345
231	82
98	330
186	274
125	71
171	152
150	328
384	115
321	351
165	270
34	272
4	334
43	254
43	201
192	85
276	325
25	75
97	164
322	385
16	371
109	202
15	145
27	220
298	155
89	307
131	347
186	199
183	302
201	392
21	331
2	337
381	171
214	206
5	339
13	267
216	91
154	133
203	347
283	31
346	257
286	3
100	303
122	342
335	275
237	310
396	211
183	122
319	153
312	341
236	184
50	189
25	296
85	150
224	229
88	140
86	161
167	42
266	18
342	111
345	61
37	165
260	206
370	49
63	159
43	62
117	130
203	48
284	375
230	202
118	143
286	384
195	161
180	296
257	319
279	319
3	340
169	291
70	177
176	276
202	394
68	27
174	325
15	31
133	231
349	376
324	362
123	361
389	89
166	84
293	341
1	247
128	243
344	193
32	53
155	257
386	393
180	240
386	90
348	322
80	204
393	86
395	196
280	37
198	249
101	289
100	30
247	252
396	191
139	390
61	231
193	309
71	197
119	47
256	73
302	202
287	68
381	95
94	259
247	273
399	138
225	342
257	21
200	307
238	203
79	317
157	65
346	4
204	170
199	46
282	142
367	109
116	160
96	313
135	267
221	182
171	314
89	24
261	121
81	44
327	109
139	186
198	124
14	64
303	336
379	59
361	342
80	33
164	218
367	119
111	104
256	346
154	193
363	101
14	73
245	286
54	79
101	311
252	357
331	324
210	249
375	15
298	235
269	184
113	393
209	123
269	378
318	314
169	146
216	205
65	379
376	257
289	307
286	317
298	154
381	172
293	304
16	176
341	279
15	19
387	101
173	236
168	74
161	221
384	384
130	353
115	358
316	377
288	379
185	215
306	165
297	215
291	163
78	117
26	282
290	112
92	90
22	62
260	66
183	373
47	107
264	308
234	336
345	367
318	304
57	150
84	216
245	5
3	162
144	279
219	323
158	78
18	70
101	300
86	136
143	311
321	223
232	24
213	32
150	129
83	148
79	339
89	322
14	288
52	15
223	235
301	40
218	91
112	244
328	363
393	329
276	230
208	74
289	58
144	102
167	364
312	143
180	286
335	351
298	302
122	378
382	293
292	99
33	34
293	82
307	324
39	108
135	33
1	305
1	28
207	111
295	84
9	224
55	65
20	92
125	299
45	258
132	155
105	170
362	12
35	236
135	361
392	104
31	108
346	249
